idno,tail,head,ora,vel_media
55226481,65174622,65174620,7,28
55226481,65174622,65174620,8,26
55226481,65174622,65174620,9,27
55226481,65174622,65174620,10,28
55226481,65174622,65174620,11,28
55226481,65174622,65174620,12,28
55226481,65174622,65174620,13,27
55226481,65174622,65174620,14,28
55226481,65174622,65174620,15,28
55226481,65174622,65174620,16,29
55226481,65174622,65174620,17,28
55226481,65174622,65174620,18,28
55226481,65174622,65174620,19,28
55226481,65174622,65174620,20,28
55226481,65174622,65174620,21,30
55226481,65174622,65174620,22,30
55226481,65174622,65174620,23,30
55229872,65172246,65172240,0,27
55229872,65172246,65172240,1,27
55229872,65172246,65172240,2,27
55229872,65172246,65172240,3,27
55229872,65172246,65172240,4,27
55229872,65172246,65172240,5,27
55229872,65172246,65172240,6,27
55229872,65172246,65172240,7,26
55229872,65172246,65172240,8,25
55229872,65172246,65172240,9,26
55229872,65172246,65172240,10,26
55229872,65172246,65172240,11,27
55229872,65172246,65172240,12,26
55229872,65172246,65172240,13,26
55229872,65172246,65172240,14,26
55229872,65172246,65172240,15,26
55229872,65172246,65172240,16,26
55229872,65172246,65172240,17,25
55229872,65172246,65172240,18,26
55229872,65172246,65172240,19,26
55229872,65172246,65172240,20,27
55229872,65172246,65172240,21,27
55229872,65172246,65172240,22,27
55229872,65172246,65172240,23,27
822728704,65183184,879308615,0,25
822728704,65183184,879308615,1,25
822728704,65183184,879308615,2,25
822728704,65183184,879308615,3,25
822728704,65183184,879308615,4,25
822728704,65183184,879308615,5,25
822728704,65183184,879308615,6,25
822728704,65183184,879308615,7,25
822728704,65183184,879308615,8,24
822728704,65183184,879308615,9,25
822728704,65183184,879308615,10,25
822728704,65183184,879308615,11,24
822728704,65183184,879308615,12,24
822728704,65183184,879308615,13,24
822728704,65183184,879308615,14,24
822728704,65183184,879308615,15,24
822728704,65183184,879308615,16,24
822728704,65183184,879308615,17,24
822728704,65183184,879308615,18,24
822728704,65183184,879308615,19,24
822728704,65183184,879308615,20,25
822728704,65183184,879308615,21,25
822728704,65183184,879308615,22,25
822728704,65183184,879308615,23,25
55227188,65172876,65172868,0,32
55227188,65172876,65172868,1,32
55227188,65172876,65172868,2,32
55227188,65172876,65172868,3,32
55227188,65172876,65172868,4,32
55227188,65172876,65172868,5,32
55227188,65172876,65172868,6,32
55227188,65172876,65172868,7,32
55227188,65172876,65172868,8,32
55227188,65172876,65172868,9,32
55227188,65172876,65172868,10,32
55227188,65172876,65172868,11,32
55227188,65172876,65172868,12,32
55227188,65172876,65172868,13,32
55227188,65172876,65172868,14,32
55227188,65172876,65172868,15,32
55227188,65172876,65172868,16,32
55227188,65172876,65172868,17,32
55227188,65172876,65172868,18,32
55227188,65172876,65172868,19,32
55227188,65172876,65172868,20,32
55227188,65172876,65172868,21,32
55227188,65172876,65172868,22,32
55227188,65172876,65172868,23,32
822739802,879315950,65172384,0,40
822739802,879315950,65172384,1,40
822739802,879315950,65172384,2,40
822739802,879315950,65172384,3,40
822739802,879315950,65172384,4,40
822739802,879315950,65172384,5,40
822739802,879315950,65172384,6,40
822739802,879315950,65172384,7,39
822739802,879315950,65172384,8,38
822739802,879315950,65172384,9,38
822739802,879315950,65172384,10,39
822739802,879315950,65172384,11,39
822739802,879315950,65172384,12,39
822739802,879315950,65172384,13,39
822739802,879315950,65172384,14,39
822739802,879315950,65172384,15,39
822739802,879315950,65172384,16,39
822739802,879315950,65172384,17,39
822739802,879315950,65172384,18,39
822739802,879315950,65172384,19,39
822739802,879315950,65172384,20,39
822739802,879315950,65172384,21,40
822739802,879315950,65172384,22,40
822739802,879315950,65172384,23,40
55228759,65182362,65182378,0,28
55228759,65182362,65182378,1,29
55228759,65182362,65182378,2,29
55228759,65182362,65182378,3,28
55228759,65182362,65182378,4,29
55228759,65182362,65182378,5,29
55228759,65182362,65182378,6,29
55228759,65182362,65182378,7,28
55228759,65182362,65182378,8,27
55228759,65182362,65182378,9,28
55228759,65182362,65182378,10,27
55228759,65182362,65182378,11,27
55228759,65182362,65182378,12,28
55228759,65182362,65182378,13,28
55228759,65182362,65182378,14,28
55228759,65182362,65182378,15,27
55228759,65182362,65182378,16,26
55228759,65182362,65182378,17,25
55228759,65182362,65182378,18,25
55228759,65182362,65182378,19,25
55228759,65182362,65182378,20,28
55228759,65182362,65182378,21,29
55228759,65182362,65182378,22,29
55228759,65182362,65182378,23,29
822739795,879315946,879315945,0,37
822739795,879315946,879315945,1,37
822739795,879315946,879315945,2,37
822739795,879315946,879315945,3,37
822739795,879315946,879315945,4,37
822739795,879315946,879315945,5,37
822739795,879315946,879315945,6,37
822739795,879315946,879315945,7,36
822739795,879315946,879315945,8,35
822739795,879315946,879315945,9,36
822739795,879315946,879315945,10,36
822739795,879315946,879315945,11,36
822739795,879315946,879315945,12,36
822739795,879315946,879315945,13,36
822739795,879315946,879315945,14,36
822739795,879315946,879315945,15,36
822739795,879315946,879315945,16,36
822739795,879315946,879315945,17,36
822739795,879315946,879315945,18,36
822739795,879315946,879315945,19,36
822739795,879315946,879315945,20,36
822739795,879315946,879315945,21,37
822739795,879315946,879315945,22,37
822739795,879315946,879315945,23,37
55227127,65182420,65182341,0,28
55227127,65182420,65182341,1,28
55227127,65182420,65182341,2,28
55227127,65182420,65182341,3,28
55227127,65182420,65182341,4,28
55227127,65182420,65182341,5,28
55227127,65182420,65182341,6,28
55227127,65182420,65182341,7,28
55227127,65182420,65182341,8,28
55227127,65182420,65182341,9,28
55227127,65182420,65182341,10,28
55227127,65182420,65182341,11,28
55227127,65182420,65182341,12,28
55227127,65182420,65182341,13,28
55227127,65182420,65182341,14,28
55227127,65182420,65182341,15,28
55227127,65182420,65182341,16,28
55227127,65182420,65182341,17,28
55227127,65182420,65182341,18,28
55227127,65182420,65182341,19,28
55227127,65182420,65182341,20,28
55227127,65182420,65182341,21,28
55227127,65182420,65182341,22,28
55227127,65182420,65182341,23,28
55227840,65172882,65172888,0,29
55227840,65172882,65172888,1,29
55227840,65172882,65172888,2,29
55227840,65172882,65172888,3,29
55227840,65172882,65172888,4,29
55227840,65172882,65172888,5,29
55227840,65172882,65172888,6,29
55227840,65172882,65172888,7,29
55227840,65172882,65172888,8,29
55227840,65172882,65172888,9,29
55227840,65172882,65172888,10,29
55227840,65172882,65172888,11,28
55227840,65172882,65172888,12,28
55227840,65172882,65172888,13,28
55227840,65172882,65172888,14,28
55227840,65172882,65172888,15,28
55227840,65172882,65172888,16,28
55227840,65172882,65172888,17,28
55227840,65172882,65172888,18,28
55227840,65172882,65172888,19,28
55227840,65172882,65172888,20,29
55227840,65172882,65172888,21,29
55227840,65172882,65172888,22,29
55227840,65172882,65172888,23,29
55228448,65182371,65182369,0,36
55228448,65182371,65182369,1,36
55228448,65182371,65182369,2,36
55228448,65182371,65182369,3,36
55228448,65182371,65182369,4,36
55228448,65182371,65182369,5,36
55228448,65182371,65182369,6,36
55228448,65182371,65182369,7,35
55228448,65182371,65182369,8,35
55228448,65182371,65182369,9,35
55228448,65182371,65182369,10,35
55228448,65182371,65182369,11,35
55228448,65182371,65182369,12,36
55228448,65182371,65182369,13,36
55228448,65182371,65182369,14,36
55228448,65182371,65182369,15,36
55228448,65182371,65182369,16,36
55228448,65182371,65182369,17,36
55228448,65182371,65182369,18,36
55228448,65182371,65182369,19,36
55228448,65182371,65182369,20,36
55228448,65182371,65182369,21,36
55228448,65182371,65182369,22,36
55228448,65182371,65182369,23,36
824136643,65182340,880270367,0,38
824136643,65182340,880270367,1,38
824136643,65182340,880270367,2,38
824136643,65182340,880270367,3,38
824136643,65182340,880270367,4,38
824136643,65182340,880270367,5,38
824136643,65182340,880270367,6,38
824136643,65182340,880270367,7,37
824136643,65182340,880270367,8,36
824136643,65182340,880270367,9,36
824136643,65182340,880270367,10,36
824136643,65182340,880270367,11,37
824136643,65182340,880270367,12,37
824136643,65182340,880270367,13,37
824136643,65182340,880270367,14,36
824136643,65182340,880270367,15,36
824136643,65182340,880270367,16,36
824136643,65182340,880270367,17,36
824136643,65182340,880270367,18,36
824136643,65182340,880270367,19,36
824136643,65182340,880270367,20,37
824136643,65182340,880270367,21,37
824136643,65182340,880270367,22,37
824136643,65182340,880270367,23,37
55227882,65173022,65173018,0,20
55227882,65173022,65173018,1,20
55227882,65173022,65173018,2,20
55227882,65173022,65173018,3,20
55227882,65173022,65173018,4,20
55227882,65173022,65173018,5,20
55227882,65173022,65173018,6,20
55227882,65173022,65173018,7,19
55227882,65173022,65173018,8,18
55227882,65173022,65173018,9,18
55227882,65173022,65173018,10,18
55227882,65173022,65173018,11,19
55227882,65173022,65173018,12,18
55227882,65173022,65173018,13,18
55227882,65173022,65173018,14,18
55227882,65173022,65173018,15,18
55227882,65173022,65173018,16,18
55227882,65173022,65173018,17,18
55227882,65173022,65173018,18,18
55227882,65173022,65173018,19,19
55227882,65173022,65173018,20,19
55227882,65173022,65173018,21,19
55227882,65173022,65173018,22,19
55227882,65173022,65173018,23,20
55225802,65174791,65174799,0,22
55225802,65174791,65174799,1,22
55225802,65174791,65174799,2,22
55225802,65174791,65174799,3,22
55225802,65174791,65174799,4,22
55225802,65174791,65174799,5,22
55225802,65174791,65174799,6,22
55225802,65174791,65174799,7,22
55225802,65174791,65174799,8,22
55225802,65174791,65174799,9,22
55225802,65174791,65174799,10,22
55225802,65174791,65174799,11,22
55225802,65174791,65174799,12,22
55225802,65174791,65174799,13,22
55225802,65174791,65174799,14,22
55225802,65174791,65174799,15,22
55225802,65174791,65174799,16,22
55225802,65174791,65174799,17,22
55225802,65174791,65174799,18,22
55225802,65174791,65174799,19,22
55225802,65174791,65174799,20,22
55225802,65174791,65174799,21,22
55225802,65174791,65174799,22,22
55225802,65174791,65174799,23,22
592395948,758594740,816465164,0,26
592395948,758594740,816465164,1,26
592395948,758594740,816465164,2,26
592395948,758594740,816465164,3,26
592395948,758594740,816465164,4,26
592395948,758594740,816465164,5,26
592395948,758594740,816465164,6,26
592395948,758594740,816465164,7,26
592395948,758594740,816465164,8,25
592395948,758594740,816465164,9,26
592395948,758594740,816465164,10,26
592395948,758594740,816465164,11,26
592395948,758594740,816465164,12,26
592395948,758594740,816465164,13,26
592395948,758594740,816465164,14,26
592395948,758594740,816465164,15,26
592395948,758594740,816465164,16,26
592395948,758594740,816465164,17,26
592395948,758594740,816465164,18,26
592395948,758594740,816465164,19,26
592395948,758594740,816465164,20,26
592395948,758594740,816465164,21,26
592395948,758594740,816465164,22,26
592395948,758594740,816465164,23,26
1218354111,1156832856,1156832849,0,29
1218354111,1156832856,1156832849,1,29
1218354111,1156832856,1156832849,2,29
1218354111,1156832856,1156832849,3,29
1218354111,1156832856,1156832849,4,29
1218354111,1156832856,1156832849,5,29
1218354111,1156832856,1156832849,6,29
1218354111,1156832856,1156832849,7,29
1218354111,1156832856,1156832849,8,29
1218354111,1156832856,1156832849,9,29
1218354111,1156832856,1156832849,10,29
1218354111,1156832856,1156832849,11,29
1218354111,1156832856,1156832849,12,29
1218354111,1156832856,1156832849,13,29
1218354111,1156832856,1156832849,14,28
1218354111,1156832856,1156832849,15,28
1218354111,1156832856,1156832849,16,28
1218354111,1156832856,1156832849,17,28
1218354111,1156832856,1156832849,18,28
1218354111,1156832856,1156832849,19,28
1218354111,1156832856,1156832849,20,28
1218354111,1156832856,1156832849,21,28
1218354111,1156832856,1156832849,22,28
1218354111,1156832856,1156832849,23,28
55229814,65182079,65182082,0,29
55229814,65182079,65182082,1,30
55229814,65182079,65182082,2,30
55229814,65182079,65182082,3,30
55229814,65182079,65182082,4,30
55229814,65182079,65182082,5,30
55229814,65182079,65182082,6,30
55229814,65182079,65182082,7,29
55229814,65182079,65182082,8,26
55229814,65182079,65182082,9,29
55229814,65182079,65182082,10,29
55229814,65182079,65182082,11,29
55229814,65182079,65182082,12,29
55229814,65182079,65182082,13,29
55229814,65182079,65182082,14,29
55229814,65182079,65182082,15,29
55229814,65182079,65182082,16,29
55229814,65182079,65182082,17,29
55229814,65182079,65182082,18,29
55229814,65182079,65182082,19,29
55229814,65182079,65182082,20,29
55229814,65182079,65182082,21,29
55229814,65182079,65182082,22,29
55229814,65182079,65182082,23,29
543232244,65181853,595859630,0,29
543232244,65181853,595859630,1,29
543232244,65181853,595859630,2,29
543232244,65181853,595859630,3,29
543232244,65181853,595859630,4,29
543232244,65181853,595859630,5,29
543232244,65181853,595859630,6,29
543232244,65181853,595859630,7,28
543232244,65181853,595859630,8,29
543232244,65181853,595859630,9,29
543232244,65181853,595859630,10,29
543232244,65181853,595859630,11,28
543232244,65181853,595859630,12,28
543232244,65181853,595859630,13,28
543232244,65181853,595859630,14,28
543232244,65181853,595859630,15,28
543232244,65181853,595859630,16,28
543232244,65181853,595859630,17,28
543232244,65181853,595859630,18,28
543232244,65181853,595859630,19,28
543232244,65181853,595859630,20,28
543232244,65181853,595859630,21,29
543232244,65181853,595859630,22,29
543232244,65181853,595859630,23,29
55227879,65182326,65182327,0,29
55227879,65182326,65182327,1,29
55227879,65182326,65182327,2,29
55227879,65182326,65182327,3,29
55227879,65182326,65182327,4,29
55227879,65182326,65182327,5,29
55227879,65182326,65182327,6,29
55227879,65182326,65182327,7,29
55227879,65182326,65182327,8,29
55227879,65182326,65182327,9,29
55227879,65182326,65182327,10,29
55227879,65182326,65182327,11,29
55227879,65182326,65182327,12,30
55227879,65182326,65182327,13,30
55227879,65182326,65182327,14,30
55227879,65182326,65182327,15,30
55227879,65182326,65182327,16,30
55227879,65182326,65182327,17,29
55227879,65182326,65182327,18,29
55227879,65182326,65182327,19,30
55227879,65182326,65182327,20,30
55227879,65182326,65182327,21,30
55227879,65182326,65182327,22,30
55227879,65182326,65182327,23,30
55228026,65172887,65172850,0,29
55228026,65172887,65172850,1,29
55228026,65172887,65172850,2,29
55228026,65172887,65172850,3,29
55228026,65172887,65172850,4,29
55228026,65172887,65172850,5,29
55228026,65172887,65172850,6,29
55228026,65172887,65172850,7,29
55228026,65172887,65172850,8,29
55228026,65172887,65172850,9,29
55228026,65172887,65172850,10,29
55228026,65172887,65172850,11,29
55228026,65172887,65172850,12,29
55228026,65172887,65172850,13,29
55228026,65172887,65172850,14,29
55228026,65172887,65172850,15,29
55228026,65172887,65172850,16,29
55228026,65172887,65172850,17,29
55228026,65172887,65172850,18,29
55228026,65172887,65172850,19,29
55228026,65172887,65172850,20,29
55228026,65172887,65172850,21,29
55228026,65172887,65172850,22,29
55228026,65172887,65172850,23,29
55229365,65181710,65181711,0,27
55229365,65181710,65181711,1,27
55229365,65181710,65181711,2,27
55229365,65181710,65181711,3,27
55229365,65181710,65181711,4,27
55229365,65181710,65181711,5,27
55229365,65181710,65181711,6,26
55229365,65181710,65181711,7,23
55229365,65181710,65181711,8,19
55229365,65181710,65181711,9,15
55229365,65181710,65181711,10,18
55229365,65181710,65181711,11,25
55229365,65181710,65181711,12,26
55229365,65181710,65181711,13,26
55229365,65181710,65181711,14,25
55229365,65181710,65181711,15,25
55229365,65181710,65181711,16,25
55229365,65181710,65181711,17,25
55229365,65181710,65181711,18,24
55229365,65181710,65181711,19,26
55229365,65181710,65181711,20,27
55229365,65181710,65181711,21,27
55229365,65181710,65181711,22,27
55229365,65181710,65181711,23,27
55228082,65183184,65183186,0,33
55228082,65183184,65183186,1,33
55228082,65183184,65183186,2,33
55228082,65183184,65183186,3,33
55228082,65183184,65183186,4,33
55228082,65183184,65183186,5,33
55228082,65183184,65183186,6,33
55228082,65183184,65183186,7,32
55228082,65183184,65183186,8,31
55228082,65183184,65183186,9,31
55228082,65183184,65183186,10,31
55228082,65183184,65183186,11,31
55228082,65183184,65183186,12,31
55228082,65183184,65183186,13,31
55228082,65183184,65183186,14,31
55228082,65183184,65183186,15,31
55228082,65183184,65183186,16,31
55228082,65183184,65183186,17,31
55228082,65183184,65183186,18,31
55228082,65183184,65183186,19,31
55228082,65183184,65183186,20,31
55228082,65183184,65183186,21,32
55228082,65183184,65183186,22,32
55228082,65183184,65183186,23,32
55226771,65181909,65181913,0,30
55226771,65181909,65181913,1,30
55226771,65181909,65181913,2,30
55226771,65181909,65181913,3,30
55226771,65181909,65181913,4,30
55226771,65181909,65181913,5,30
55226771,65181909,65181913,6,30
55226771,65181909,65181913,7,30
55226771,65181909,65181913,8,30
55226771,65181909,65181913,9,30
55226771,65181909,65181913,10,30
55226771,65181909,65181913,11,30
55226771,65181909,65181913,12,30
55226771,65181909,65181913,13,30
55226771,65181909,65181913,14,30
55226771,65181909,65181913,15,30
55226771,65181909,65181913,16,30
55226771,65181909,65181913,17,30
55226771,65181909,65181913,18,30
55226771,65181909,65181913,19,30
55226771,65181909,65181913,20,30
55226771,65181909,65181913,21,30
55226771,65181909,65181913,22,30
55226771,65181909,65181913,23,30
1202841605,65172651,1147078831,0,29
1202841605,65172651,1147078831,1,29
1202841605,65172651,1147078831,2,29
1202841605,65172651,1147078831,3,29
1202841605,65172651,1147078831,4,29
1202841605,65172651,1147078831,5,29
1202841605,65172651,1147078831,6,29
1202841605,65172651,1147078831,7,29
1202841605,65172651,1147078831,8,28
1202841605,65172651,1147078831,9,28
1202841605,65172651,1147078831,10,28
1202841605,65172651,1147078831,11,28
1202841605,65172651,1147078831,12,28
1202841605,65172651,1147078831,13,28
1202841605,65172651,1147078831,14,28
1202841605,65172651,1147078831,15,28
1202841605,65172651,1147078831,16,28
1202841605,65172651,1147078831,17,28
1202841605,65172651,1147078831,18,28
1202841605,65172651,1147078831,19,28
1202841605,65172651,1147078831,20,29
1202841605,65172651,1147078831,21,29
1202841605,65172651,1147078831,22,29
1202841605,65172651,1147078831,23,29
1220196643,1130905818,1158038654,0,22
1220196643,1130905818,1158038654,1,22
1220196643,1130905818,1158038654,2,22
1220196643,1130905818,1158038654,3,22
1220196643,1130905818,1158038654,4,22
1220196643,1130905818,1158038654,5,22
1220196643,1130905818,1158038654,6,22
1220196643,1130905818,1158038654,7,22
1220196643,1130905818,1158038654,8,22
1220196643,1130905818,1158038654,9,22
1220196643,1130905818,1158038654,10,22
1220196643,1130905818,1158038654,11,22
1220196643,1130905818,1158038654,12,22
1220196643,1130905818,1158038654,13,21
1220196643,1130905818,1158038654,14,22
1220196643,1130905818,1158038654,15,22
1220196643,1130905818,1158038654,16,21
1220196643,1130905818,1158038654,17,22
1220196643,1130905818,1158038654,18,22
1220196643,1130905818,1158038654,19,22
1220196643,1130905818,1158038654,20,22
1220196643,1130905818,1158038654,21,22
1220196643,1130905818,1158038654,22,22
1220196643,1130905818,1158038654,23,22
55227525,65172895,65172993,0,31
55227525,65172895,65172993,1,31
55227525,65172895,65172993,2,31
55227525,65172895,65172993,3,31
55227525,65172895,65172993,4,31
55227525,65172895,65172993,5,31
55227525,65172895,65172993,6,31
55227525,65172895,65172993,7,30
55227525,65172895,65172993,8,30
55227525,65172895,65172993,9,30
55227525,65172895,65172993,10,30
55227525,65172895,65172993,11,30
55227525,65172895,65172993,12,30
55227525,65172895,65172993,13,30
55227525,65172895,65172993,14,30
55227525,65172895,65172993,15,30
55227525,65172895,65172993,16,30
55227525,65172895,65172993,17,30
55227525,65172895,65172993,18,31
55227525,65172895,65172993,19,31
55227525,65172895,65172993,20,31
55227525,65172895,65172993,21,31
55227525,65172895,65172993,22,31
55227525,65172895,65172993,23,31
55227525,65172993,65172895,0,30
55227525,65172993,65172895,1,30
55227525,65172993,65172895,2,30
55227525,65172993,65172895,3,30
55227525,65172993,65172895,4,30
55227525,65172993,65172895,5,30
55227525,65172993,65172895,6,30
55227525,65172993,65172895,7,29
55227525,65172993,65172895,8,27
55227525,65172993,65172895,9,28
55227525,65172993,65172895,10,28
55227525,65172993,65172895,11,29
55227525,65172993,65172895,12,29
55227525,65172993,65172895,13,29
55227525,65172993,65172895,14,29
55227525,65172993,65172895,15,29
55227525,65172993,65172895,16,29
55227525,65172993,65172895,17,29
55227525,65172993,65172895,18,29
55227525,65172993,65172895,19,29
55227525,65172993,65172895,20,30
55227525,65172993,65172895,21,30
55227525,65172993,65172895,22,30
55227525,65172993,65172895,23,30
55228876,65182262,65182264,0,19
55228876,65182262,65182264,1,19
55228876,65182262,65182264,2,19
55228876,65182262,65182264,3,19
55228876,65182262,65182264,4,19
55228876,65182262,65182264,5,19
55228876,65182262,65182264,6,19
55228876,65182262,65182264,7,18
55228876,65182262,65182264,8,18
55228876,65182262,65182264,9,17
55228876,65182262,65182264,10,18
55228876,65182262,65182264,11,17
55228876,65182262,65182264,12,17
55228876,65182262,65182264,13,18
55228876,65182262,65182264,14,19
55228876,65182262,65182264,15,19
55228876,65182262,65182264,16,19
55228876,65182262,65182264,17,18
55228876,65182262,65182264,18,18
55228876,65182262,65182264,19,18
55228876,65182262,65182264,20,19
55228876,65182262,65182264,21,19
55228876,65182262,65182264,22,19
55228876,65182262,65182264,23,19
55227888,65183205,65183207,0,21
55227888,65183205,65183207,1,21
55227888,65183205,65183207,2,21
55227888,65183205,65183207,3,21
55227888,65183205,65183207,4,21
55227888,65183205,65183207,5,21
55227888,65183205,65183207,6,21
55227888,65183205,65183207,7,21
55227888,65183205,65183207,8,21
55227888,65183205,65183207,9,21
55227888,65183205,65183207,10,21
55227888,65183205,65183207,11,21
55227888,65183205,65183207,12,21
55227888,65183205,65183207,13,21
55227888,65183205,65183207,14,21
55227888,65183205,65183207,15,21
55227888,65183205,65183207,16,21
55227888,65183205,65183207,17,21
55227888,65183205,65183207,18,21
55227888,65183205,65183207,19,21
55227888,65183205,65183207,20,21
55227888,65183205,65183207,21,21
55227888,65183205,65183207,22,21
55227888,65183205,65183207,23,21
55229992,65172243,65172244,0,29
55229992,65172243,65172244,1,29
55229992,65172243,65172244,2,29
55229992,65172243,65172244,3,29
55229992,65172243,65172244,4,29
55229992,65172243,65172244,5,29
55229992,65172243,65172244,6,28
55229992,65172243,65172244,7,27
55229992,65172243,65172244,8,27
55229992,65172243,65172244,9,28
55229992,65172243,65172244,10,28
55229992,65172243,65172244,11,28
55229992,65172243,65172244,12,27
55229992,65172243,65172244,13,28
55229992,65172243,65172244,14,28
55229992,65172243,65172244,15,28
55229992,65172243,65172244,16,28
55229992,65172243,65172244,17,28
55229992,65172243,65172244,18,28
55229992,65172243,65172244,19,28
55229992,65172243,65172244,20,28
55229992,65172243,65172244,21,29
55229992,65172243,65172244,22,29
55229992,65172243,65172244,23,29
888436110,926051439,879319342,0,28
888436110,926051439,879319342,1,28
888436110,926051439,879319342,2,28
888436110,926051439,879319342,3,28
888436110,926051439,879319342,4,28
888436110,926051439,879319342,5,28
888436110,926051439,879319342,6,28
888436110,926051439,879319342,7,20
888436110,926051439,879319342,8,0
888436110,926051439,879319342,9,2
888436110,926051439,879319342,10,6
888436110,926051439,879319342,11,25
888436110,926051439,879319342,12,26
888436110,926051439,879319342,13,26
888436110,926051439,879319342,14,26
888436110,926051439,879319342,15,25
888436110,926051439,879319342,16,25
888436110,926051439,879319342,17,25
888436110,926051439,879319342,18,25
888436110,926051439,879319342,19,25
888436110,926051439,879319342,20,26
888436110,926051439,879319342,21,28
888436110,926051439,879319342,22,28
888436110,926051439,879319342,23,27
55230412,65172612,65172615,0,29
55230412,65172612,65172615,1,29
55230412,65172612,65172615,2,29
55230412,65172612,65172615,3,29
55230412,65172612,65172615,4,29
55230412,65172612,65172615,5,29
55230412,65172612,65172615,6,29
55230412,65172612,65172615,7,28
55230412,65172612,65172615,8,27
55230412,65172612,65172615,9,28
55230412,65172612,65172615,10,27
55230412,65172612,65172615,11,28
55230412,65172612,65172615,12,28
55230412,65172612,65172615,13,28
55230412,65172612,65172615,14,28
55230412,65172612,65172615,15,27
55230412,65172612,65172615,16,27
55230412,65172612,65172615,17,27
55230412,65172612,65172615,18,27
55230412,65172612,65172615,19,28
55230412,65172612,65172615,20,27
55230412,65172612,65172615,21,28
55230412,65172612,65172615,22,28
55230412,65172612,65172615,23,28
55229199,65181714,65181810,0,19
55229199,65181714,65181810,1,19
55229199,65181714,65181810,2,19
55229199,65181714,65181810,3,19
55229199,65181714,65181810,4,19
55229199,65181714,65181810,5,19
55229199,65181714,65181810,6,19
55229199,65181714,65181810,7,19
55229199,65181714,65181810,8,19
55229199,65181714,65181810,9,19
55229199,65181714,65181810,10,19
55229199,65181714,65181810,11,19
55229199,65181714,65181810,12,19
55229199,65181714,65181810,13,19
55229199,65181714,65181810,14,19
55229199,65181714,65181810,15,19
55229199,65181714,65181810,16,19
55229199,65181714,65181810,17,19
55229199,65181714,65181810,18,19
55229199,65181714,65181810,19,19
55229199,65181714,65181810,20,19
55229199,65181714,65181810,21,19
55229199,65181714,65181810,22,19
55229199,65181714,65181810,23,19
543258902,595988113,65172430,0,29
543258902,595988113,65172430,1,29
543258902,595988113,65172430,2,29
543258902,595988113,65172430,3,29
543258902,595988113,65172430,4,29
543258902,595988113,65172430,5,29
543258902,595988113,65172430,6,29
543258902,595988113,65172430,7,28
543258902,595988113,65172430,8,28
543258902,595988113,65172430,9,28
543258902,595988113,65172430,10,28
543258902,595988113,65172430,11,29
543258902,595988113,65172430,12,29
543258902,595988113,65172430,13,29
543258902,595988113,65172430,14,29
543258902,595988113,65172430,15,29
543258902,595988113,65172430,16,28
543258902,595988113,65172430,17,28
543258902,595988113,65172430,18,28
543258902,595988113,65172430,19,28
543258902,595988113,65172430,20,29
543258902,595988113,65172430,21,29
543258902,595988113,65172430,22,29
543258902,595988113,65172430,23,29
891788940,65181708,929049931,0,30
891788940,65181708,929049931,1,30
891788940,65181708,929049931,2,30
891788940,65181708,929049931,3,30
891788940,65181708,929049931,4,30
891788940,65181708,929049931,5,30
891788940,65181708,929049931,6,30
891788940,65181708,929049931,7,30
891788940,65181708,929049931,8,30
891788940,65181708,929049931,9,30
891788940,65181708,929049931,10,30
891788940,65181708,929049931,11,30
891788940,65181708,929049931,12,30
891788940,65181708,929049931,13,30
891788940,65181708,929049931,14,30
891788940,65181708,929049931,15,30
891788940,65181708,929049931,16,30
891788940,65181708,929049931,17,30
891788940,65181708,929049931,18,30
891788940,65181708,929049931,19,30
891788940,65181708,929049931,20,30
891788940,65181708,929049931,21,30
891788940,65181708,929049931,22,30
891788940,65181708,929049931,23,30
55227590,65173001,65172995,0,16
55227590,65173001,65172995,1,16
55227590,65173001,65172995,2,16
55227590,65173001,65172995,3,16
55227590,65173001,65172995,4,16
55227590,65173001,65172995,5,16
55227590,65173001,65172995,6,16
55227590,65173001,65172995,7,16
55227590,65173001,65172995,8,16
55227590,65173001,65172995,9,16
55227590,65173001,65172995,10,16
55227590,65173001,65172995,11,16
55227590,65173001,65172995,12,16
55227590,65173001,65172995,13,16
55227590,65173001,65172995,14,16
55227590,65173001,65172995,15,16
55227590,65173001,65172995,16,16
55227590,65173001,65172995,17,16
55227590,65173001,65172995,18,16
55227590,65173001,65172995,19,16
55227590,65173001,65172995,20,15
55227590,65173001,65172995,21,16
55227590,65173001,65172995,22,16
55227590,65173001,65172995,23,16
55228335,65172488,65172438,0,36
55228335,65172488,65172438,1,36
55228335,65172488,65172438,2,36
55228335,65172488,65172438,3,36
55228335,65172488,65172438,4,36
55228335,65172488,65172438,5,36
55228335,65172488,65172438,6,36
55228335,65172488,65172438,7,36
55228335,65172488,65172438,8,36
55228335,65172488,65172438,9,36
55228335,65172488,65172438,10,36
55228335,65172488,65172438,11,36
55228335,65172488,65172438,12,36
55228335,65172488,65172438,13,36
55228335,65172488,65172438,14,36
55228335,65172488,65172438,15,36
55228335,65172488,65172438,16,36
55228335,65172488,65172438,17,36
55228335,65172488,65172438,18,36
55228335,65172488,65172438,19,36
55228335,65172488,65172438,20,36
55228335,65172488,65172438,21,36
55228335,65172488,65172438,22,36
55228335,65172488,65172438,23,36
822739801,879315950,65172318,0,39
822739801,879315950,65172318,1,39
822739801,879315950,65172318,2,39
822739801,879315950,65172318,3,39
822739801,879315950,65172318,4,39
